ID	Name	Description	Disease	Individual_id	_INFO	Gender	#Sequencing_Panel	Sample_ID(Aliases)	Region	Country	Town	Contributor	Latitude	Longitude	DNA_Source	Embargo	"SGDP-lite category: X=FullyPublic, Y=SignedLetterNoDelay, Z=SignedLetterDelay, DO_NOT_USE=do.not.use"
HGDP00555	S_Papuan-11	Papuan		LP6005443-DNA_C07		M	C	HGDP00555	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00556	S_Papuan-12	Papuan		LP6005443-DNA_G07		M	C	HGDP00556	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00552	S_Papuan-13	Papuan		LP6005443-DNA_D08		F	C	HGDP00552	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00554	S_Papuan-14	Papuan		LP6005443-DNA_E08		F	C	HGDP00554	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00540	S_Papuan-2	Papuan		LP6005443-DNA_H07		M	C	HGDP00540	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00543	S_Papuan-4	Papuan		LP6005443-DNA_E07		M	C	HGDP00543	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00545	S_Papuan-5	Papuan		LP6005443-DNA_D07		M	C	HGDP00545	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00547	S_Papuan-6	Papuan		LP6005443-DNA_C08		M	C	HGDP00547	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00548	S_Papuan-7	Papuan		LP6005443-DNA_F07		M	C	HGDP00548	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00549	S_Papuan-8	Papuan		LP6005443-DNA_A08		M	C	HGDP00549	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00551	S_Papuan-9	Papuan		LP6005443-DNA_F08		M	C	HGDP00551	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
SS6004486	BR_Kashmiri_Pandit-1	Kashmiri_Pandit		LP6007076-DNA_A01		M	B	SS6004486	SouthAsia	India	"Draw, Jammu & Kashmir"	K. Thangaraj / Lalji Singh	34.43333333	75.75	Genomic_from_blood	SignedLetterNoDelay	Y
SS6004481	BR_Kharia-1	Kharia		LP6007071-DNA_A01		M	B	SS6004481	SouthAsia	India	"Tapkara, Chattisgarh"	K. Thangaraj / Lalji Singh	22.5	83.95	Genomic_from_blood	SignedLetterNoDelay	Y
SS6004482	BR_Kurumba-1	Kurumba		LP6007072-DNA_A01		M	B	SS6004482	SouthAsia	India	"Palakkad, Kerala"	K. Thangaraj / Lalji Singh	10.78333333	76.65	Genomic_from_blood	SignedLetterNoDelay	Y
SS6004485	BR_Mala-1	Mala		LP6007075-DNA_A01		F	B	SS6004485	SouthAsia	India	"Vishakapatman, Andhra Pradesh"	K. Thangaraj / Lalji Singh	17.68333333	83.21666667	Genomic_from_blood	SignedLetterNoDelay	Y
SS6004483	BR_Onge-1	Onge		LP6007073-DNA_A01		F	B	SS6004483	SouthAsia	India	Andaman & Nicobar	K. Thangaraj / Lalji Singh	11.66666667	92.65	Genomic_from_blood	SignedLetterNoDelay	Y
SS6004484	BR_Onge-2	Onge		LP6007074-DNA_A01		F	B	SS6004484	SouthAsia	India	Andaman & Nicobar	K. Thangaraj / Lalji Singh	11.66666667	92.65	Genomic_from_blood	SignedLetterNoDelay	Y
COKN016	S_Kongo-2	Kongo		LP6005519-DNA_A09		F	C	COKN016	Africa	Congo	Bandevouri-Fang	Sarah Tishkoff	2.5	11.8	Genomic_from_blood	SignedLetterNoDelay	Y
Mex02	S_Nahua-1	Nahua		LP6005519-DNA_A03		U	C	Mex02	America	Mexico	Zitlala	Chris Tyler-Smith / Andres Ruiz-Linares / Andres Moreno-Estrada	19.01	-99.06	Genomic_from_saliva	SignedLetterNoDelay	Y
Mex20	S_Nahua-2	Nahua		LP6005519-DNA_B03		M	C	Mex20	America	Mexico	Zitlala	Chris Tyler-Smith / Andres Ruiz-Linares / Andres Moreno-Estrada	19.01	-99.06	Genomic_from_saliva	SignedLetterNoDelay	Y
NAD93	S_Chipewyan-1	Chipewyan		LP6005442-DNA_H06		F	C	NAD93	America	Canada	Uranium City	Damian Labuda	59.6	-107.3	Genomic_from_blood	SignedLetterNoDelay	Y
NAD59	S_Chipewyan-2	Chipewyan		LP6005443-DNA_F05		M	C	NAD59	America	Canada	Saskatchewan	Damian Labuda	59.6	-107.3	Genomic_from_blood	SignedLetterNoDelay	Y
Cree5	S_Cree-1	Cree		LP6005442-DNA_A07		M	C	Cree5	America	Canada	Saskatchewan	Damian Labuda	50.3	-102.5	Genomic_from_blood	SignedLetterNoDelay	Y
Cree6	S_Cree-2	Cree		LP6005442-DNA_B07		F	C	Cree6	America	Canada	Saskatchewan	Damian Labuda	50.3	-102.5	Genomic_from_blood	SignedLetterNoDelay	Y
NGIB034	S_Igbo-1	Igbo		LP6005519-DNA_A12		M	C	NGIB034	Africa	Nigeria	Kwamba Suleja	Sarah Tishkoff	6	7	Genomic_from_blood	SignedLetterNoDelay	Y
NGIB042	S_Igbo-2	Igbo		LP6005519-DNA_B12		F	C	NGIB042	Africa	Nigeria	Kwamba Suleja	Sarah Tishkoff	6	7	Genomic_from_blood	SignedLetterNoDelay	Y
CALM031	S_Lemande-1	Lemande		LP6005677-DNA_C04		F	C	CALM031	Africa	Cameroon	Tobagne	Sarah Tishkoff	4.5	11.1	Genomic_from_blood	SignedLetterNoDelay	Y
CALM016	S_Lemande-2	Lemande		LP6005677-DNA_D04		M	C	CALM016	Africa	Cameroon	Tobagne	Sarah Tishkoff	4.5	11.1	Genomic_from_blood	SignedLetterNoDelay	Y
ADR1	T_Sherpa-1	Sherpa		LP6005592-DNA_E05		M	C	ADR1	SouthAsia	Nepal	Khumbu	Anna Di Rienzo / Cynthia Beall	27.8	86.7	Genomic from saliva	SignedLetterNoDelay	Y
ADR2	T_Sherpa-2	Sherpa		LP6005592-DNA_F05		F	C	ADR2	SouthAsia	Nepal	Khumbu	Anna Di Rienzo / Cynthia Beall	27.8	86.7	Genomic from saliva	SignedLetterNoDelay	Y
ADR3	T_Tibetan-1	Tibetan		LP6005592-DNA_G05		F	C	ADR3	SouthAsia	Tibet	Gorkha District	Anna Di Rienzo / Cynthia Beall	28.9	84.3	Genomic from saliva	SignedLetterNoDelay	Y
ADR4	T_Tibetan-2	Tibetan		LP6005619-DNA_A01		F	C	ADR4	SouthAsia	Tibet	Mustang District	Anna Di Rienzo / Cynthia Beall	28.9	84.3	Genomic from saliva	SignedLetterNoDelay	Y
